Museum.Name,Legal.Name,Museum.Type,State..Administrative.Location.,Region.Code..AAM.,Is.Museum,Tax.Year,Annual.Revenue
LAKE SHORE RAILWAY MUSEUM,LAKE SHORE RAILWAY HISTORICAL SOCIETY INC,GENERAL MUSEUM,PA,2,True,2013,78116.0
LANCASTER COUNTY HISTORICAL SOCIETY,LANCASTERHISTORY ORG,HISTORIC PRESERVATION,PA,2,False,2013,10058496.0
LANCASTER MENNONITE CONFERENCE HISTORICAL SOCIETY,LANCASTER MENNONITE CONFERENCE HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,759749.0
LANCASTER MUSEUM OF ART,LANCASTER MUSEUM OF ART,ART MUSEUM,PA,2,True,2013,147452.0
LANCASTER SCIENCE CENTER,LANCASTER SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,PA,2,True,2013,944842.0
LANCASTER SCIENCE FACTORY,LANCASTER SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,PA,2,True,2013,944842.0
LANCASTERHISTORY ORG,LANCASTERHISTORY ORG,HISTORIC PRESERVATION,PA,2,False,2013,10058496.0
LANCASTERHISTORY.ORG,LANCASTERHISTORY ORG,HISTORIC PRESERVATION,PA,2,False,2013,10058496.0
LANGHORNE OPEN SPACE,LANGHORNE OPEN SPACE INC,HISTORIC PRESERVATION,PA,2,False,2013,32851.0
LANSDALE HISTORICAL SOCIETY,LANSDALE HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,39076.0
LANSFORD HISTORICAL SOCIETY,LANSFORD HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LATHROP TOWNSHIP AND GENEALOGICAL SOCIETY,LATHROP TOWNSHIP AND GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LAUREL HIGHLANDS HISTORICAL VILLAGE,LAUREL HIGHLANDS HISTORICAL VILLAGE INCORPORATED N P,HISTORY MUSEUM,PA,2,True,2013,0.0
LAWRENCE COUNTY HISTORICAL SOCIETY,LAWRENCE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,197346.0
LAWRENCE COUNTY HISTORICAL SOCIETY,LAWRENCE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,197346.0
LAWRENCE GALLERY,ROSEMONT COLLEGE OF THE HOLY CHILD JESUS,ART MUSEUM,PA,2,True,2013,26592790.0
LAWRENCE HALL GALLERY,POINT PARK UNIVERSITY,ART MUSEUM,PA,2,True,2013,112011113.0
LAWRENCE PARK HISTORICAL SOCIETY,LAWRENCE PARK HISTORICAL SOCIETY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,0.0
LAWRENCEVILLE HISTORICAL SOCIETY,LAWRENCEVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LEACOCK TOWNSHIP HISTORICAL SOCIETY,LEACOCK TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LEBANON COUNTY HISTORICAL SOCIETY,LEBANON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,235049.0
LEHIGH & KEYSTONE MODEL RAILROAD MUSEUM,LEHIGH & KEYSTONE MODEL RAILROAD MUSEUM INC,HISTORY MUSEUM,PA,2,True,2013,33055.0
LEHIGH TOWNSHIP HISTORICAL SOCIETY,LEHIGH TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LEROY COMMUNITY ASSOCIATION,LEROY COMMUNITY ASSOCIATION INC,GENERAL MUSEUM,PA,2,True,2013,0.0
LEST WE FORGET BLACK HOLOCAUST MUSEUM,LEST WE FORGET BLACK HOLOCAUST MUSEUM,GENERAL MUSEUM,PA,2,True,2013,0.0
LIBERTY BELL SHRINE OF ALLENTN,LIBERTY BELL SHRINE OF ALLENTOWN,GENERAL MUSEUM,PA,2,True,2013,56191.0
LIGHTS OF LIBERTY,LIGHTS OF LIBERTY INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LIGONIER VALLEY RAIL ROAD ASSOCIATION,LIGONIER VALLEY RAIL ROAD ASSOCIATION,HISTORIC PRESERVATION,PA,2,False,2013,26673.0
LIMERICK TOWNSHIP HISTORICAL SOCIET,LIMERICK TOWNSHIP HISTORICAL SOCIET,HISTORIC PRESERVATION,PA,2,False,2013,89206.0
LIST GALLERY,SWARTHMORE COLLEGE,ART MUSEUM,PA,2,True,2013,736258929.0
LITITZ HISTORICAL FOUNDATION,LITITZ HISTORICAL FOUNDATION INC,HISTORIC PRESERVATION,PA,2,False,2013,74545.0
LITTLE BEAVER HISTORICAL SOCIETY,LITTLE BEAVER HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,19580.0
LORE DEGENSTEIN GALLERY,SUSQUEHANNA UNIVERSITY,ART MUSEUM,PA,2,True,2013,108153245.0
LOWER ANTHRACITE MODEL RAILROAD CLUB,SHAMOKIN-COAL TOWNSHIP PUBLIC LIBRARY INCORPORATED,GENERAL MUSEUM,PA,2,True,2013,117689.0
LOWER MAKEFIELD HISTORICAL SOCIETY,LOWER MAKEFIELD HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LOWER MERION HISTORICAL SOCIETY,LOWER MERION HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,29224.0
LOWER POTTSGROVE HISTORICAL SOCIETY,LOWER POTTSGROVE HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LOWER SAUCON TOWNSHIP HISTORICAL SOCIETY,LOWER SAUCON TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LOWER WINDSOR AREA HISTORICAL SOCIETY,LOWER WINDSOR AREA HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LUCIEN CRUMP ART GALLERY,LUCIEN CRUMP ART GALLERY INC,ART MUSEUM,PA,2,True,2013,34936.0
LUKENS VETERANS GUILD,LUKENS VETERANS GUILD INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
LUMBER HERITAGE REGION OF PA,LUMBER HERITAGE REGION OF PA INC,HISTORIC PRESERVATION,PA,2,False,2013,300979.0
LYET GALLERY,ELIZABETHTOWN COLLEGE,ART MUSEUM,PA,2,True,2013,198680628.0
LYNN-HEIDELBERG HISTORICAL SOCIETY,LYNN-HEIDELBERG HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,30107.0
M. LOUISE AUGHINBAUGH GALLERY,MESSIAH COLLEGE,ART MUSEUM,PA,2,True,2013,244694310.0
MACK TRUCKS HISTORICAL MUSEUM,MACK TRUCKS HISTORICAL MUSEUM,HISTORY MUSEUM,PA,2,True,2013,167190.0
MAJESTIC THEATER ASSOCIATION,MAJESTIC THEATER ASSOCIATION,HISTORIC PRESERVATION,PA,2,False,2013,78887.0
MANHEIM HISTORICAL SOCIETY,MANHEIM HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,103256.0
MANHEIM TOWNSHIP HISTORICAL SOCIETY,MANHEIM TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,33808.0
MARCUS HOOK PLANK LOG CABIN,MARCUS HOOK PLANK LOG CABIN,HISTORIC PRESERVATION,PA,2,False,2013,14851.0
MARIE ZIMMERMANN CENTER FOR THE ARTS,THE MARIE ZIMMERMANN CENTER FOR THE ARTS,HISTORIC PRESERVATION,PA,2,False,2013,34824.0
MARIO LANZA INSTITUTE,MARIO LANZA INSTITUTE,GENERAL MUSEUM,PA,2,True,2013,20350.0
MARS AREA HISTORY & LANDMARK SOCIETY,MARS AREA HISTORY & LANDMARK SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MARYLAND AND PENNSYLVANIA RAILROAD HISTORICAL SOCIETY,MARYLAND AND PENNSYLVANIA RAILROAD PRESERVATION SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,88559.0
MARYWOOD UNIVERSITY ARBORETUM,MARYWOOD UNIVERSITY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,422730444.0
MARYWOOD UNIVERSITY ART GALLERIES,MARYWOOD UNIVERSITY,ART MUSEUM,PA,2,True,2013,422730444.0
MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,THE MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,GENERAL MUSEUM,PA,2,True,2013,3054998.0
MATTRESS FACTORY,THE MATTRESS FACTORY,ART MUSEUM,PA,2,True,2013,2822186.0
MAUCH CHUNK HISTORICAL SOCIETY,MAUCH CHUNK HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,36959.0
MCKEAN COUNTY HISTORICAL SOCIETY,THE MCKEAN COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,42673.0
MCKEESPORT PRESERVATION SOCIETY,MCKEESPORT PRESERVATION SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,400.0
MEADOW RUN-MOUNTAIN LAKE PARK HISTORICAL SOCIETY,MEADOW RUN-MOUNTAIN LAKE PARK HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,82449.0
MECHANICSBURG MUSEUM,MECHANICSBURG MUSEUM,HISTORY MUSEUM,PA,2,True,2013,82664.0
MEGAHAN GALLERY,ALLEGHENY COLLEGE,ART MUSEUM,PA,2,True,2013,403416609.0
MEMORIAL EDUCATIONAL & HISTORICAL PRESERVATION TRUST FUND,MEMORIAL EDUCATIONAL & HISTORICAL PRESERVATION TRUST FUND,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MENNONITE HISTORIANS OF EASTERN PENNSYLVANIA,MENNONITE HISTORIANS OF EASTERN PENNSYLVANIA INC,HISTORIC PRESERVATION,PA,2,False,2013,409741.0
MERCER COUNTY GENEALOGICAL SOCIETY,MERCER COUNTY GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MERCER COUNTY HISTORICAL SOCIETY,MERCER COUNTY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,114673.0
MERCERSBURG HISTORICAL SOCIETY,MERCERSBURG HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MEYERSDALE AREA HISTORICAL SOCIETY,MEYERSDALE AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,52829.0
MID ATLANTIC AIR MUSEUM,MID ATLANTIC AIR MUSEUM INC,HISTORY MUSEUM,PA,2,True,2013,486974.0
MILESBURG MUSEUM AND HISTORICAL SOCIETY,MILESBURG MUSEUM AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MILTON HISTORICAL SOCIETY,MILTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,290137.0
MONROE COUNTY HISTORICAL ASSOCIATION,MONROE COUNTY HISTORICAL ASSOC INC,HISTORIC PRESERVATION,PA,2,False,2013,165866.0
MONTEREY PASS BATTLEFIELD,FRIENDS OF THE MONTEREY PASS BATTLEFIELD INC,HISTORIC PRESERVATION,PA,2,False,2013,52779.0
MONTGOMERY AREA HISTORICAL SOCIETY,MONTGOMERY AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MORRIS ARBORETUM OF THE UNIVERSITY OF PENNSLVANIA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,0.0
MOUNT JACKSON MUSEUM FOUNDATION,MOUNT JACKSON MUSEUM FOUNDATION INC,HISTORY MUSEUM,PA,2,True,2013,3867.0
MOUNT PLEASANT GLASS MUSEUM,MOUNT PLEASANT GLASS MUSEUM,GENERAL MUSEUM,PA,2,True,2013,0.0
MT ZION HISTORICAL SOCIETY,MT ZION HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MUMMERS MUSEUM,MUMMERS MUSEUM,GENERAL MUSEUM,PA,2,True,2013,159292.0
MUNCY HISTORICAL SOCIETY AND MUSEUM OF HISTORY,MUNCY HISTORICAL SOCIETY AND MUSEUM OF HISTORY,HISTORIC PRESERVATION,PA,2,False,2013,127158.0
MURRYSVILLE HISTORICAL PRESERVATION SOCIETY,MURRYSVILLE HISTORICAL PRESERVATION SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
MUSAGIM,MUSAGIM,HISTORY MUSEUM,PA,2,True,2013,97634.0
MUSEUM OF AMERICAN ART,PENNSYLVANIA ACADEMY OF THE FINE ARTS,ART MUSEUM,PA,2,True,2013,33244754.0
MUSEUM OF BUS TRANSPORTATION,THE MUSEUM OF BUS TRANSPORTATION INC,HISTORY MUSEUM,PA,2,True,2013,107303.0
MUSEUM OF INDIAN CULTURE,MUSEUM OF INDIAN CULTURE,GENERAL MUSEUM,PA,2,True,2013,68432.0
MUSEUM OF THE AMERICAN REVOLUTION,NATIONAL CENTER FOR THE AMERICAN REVOLUTION,HISTORY MUSEUM,PA,2,True,2013,8533462.0
NATHANIEL BOILEAU FARMSTEAD,FRIENDS OF NATHANIEL BOILEAU FARMSTEAD INC,HISTORIC PRESERVATION,PA,2,False,2013,22213.0
NATIONAL CANAL MUSEUM,HUGH MOORE HISTORICAL PARK AND MUSEUMS INC,HISTORIC PRESERVATION,PA,2,False,2013,79505.0
NATIONAL CENTER FOR THE AMERICAN REVOLUTION,NATIONAL CENTER FOR THE AMERICAN REVOLUTION,HISTORY MUSEUM,PA,2,True,2013,8533462.0
NATIONAL FLAG FOUNDATION,NATIONAL FLAG FOUNDATION,HISTORIC PRESERVATION,PA,2,False,2013,48186.0
NATIONAL LIBERTY MUSEUM,NATIONAL LIBERTY MUSEUM,GENERAL MUSEUM,PA,2,True,2013,4358546.0
NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,GENERAL MUSEUM,PA,2,True,2013,5387716.0
NATIONAL MUSEUM OF BROADCASTING,NATIONAL MUSEUM OF BROADCASTING,GENERAL MUSEUM,PA,2,True,2013,0.0
NATIONAL MUSEUM OF INDUSTRIAL HISTORY,NATIONAL MUSEUM OF INDUSTRIAL HISTORY,HISTORY MUSEUM,PA,2,True,2013,715889.0
NATIONAL MUSEUM OF THE AMERICAN COVERLET,NATIONAL MUSEUM OF THE AMERICANCOVERLET INC,GENERAL MUSEUM,PA,2,True,2013,78622.0
NATIONAL SLOVAK SOCIETY HERITAGE MUSEUM,NATIONAL SLOVAK SOCIETY HERITAGE MUSEUM,GENERAL MUSEUM,PA,2,True,2013,3644.0
NED SMITH CENTER,NED SMITH CENTER FOR NATURE AND ART,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,2388740.0
NEVILLE HOUSE ASSOCIATES,NEVILLE HOUSE ASSOCIATES INC,GENERAL MUSEUM,PA,2,True,2013,20480.0
NEW BRIGHTON HISTORICAL SOCIETY,NEW BRIGHTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
NEW HANOVER TOWNSHIP HISTORICAL SOCIETY,NEW HANOVER TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
NEW HOLLAND AREA HISTORICAL SOCIETY,NEW HOLLAND AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,40299.0
NEW HOLLAND BAND MUSEUM,NEW HOLLAND BAND,GENERAL MUSEUM,PA,2,True,2013,84811.0
NEW HOPE HISTORICAL SOCIETY,NEW HOPE HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,216168.0
NEW HOPE MUSEUM OF ART,NEW HOPE EAGLE FIRE CO,ART MUSEUM,PA,2,True,2013,563356.0
NEWTOWN SQUARE HISTORICAL SOCIETY,NEWTOWN SQUARE PENNSYLVANIA RAILROAD MUSEUM ASSOCIATION,HISTORIC PRESERVATION,PA,2,False,2013,0.0
NICHOLAS STOLTZFUS HOUSE,NICHOLAS STOLTZFUS HOUSE PRESERVATION COMMITTEE,HISTORY MUSEUM,PA,2,True,2013,29295.0
NITTANY ANTIQUE MACHINERY ASSOCIATION,NITTANY ANTIQUE MACHINERY ASSOCIATION,HISTORIC PRESERVATION,PA,2,False,2013,108867.0
NITTANY FARM MUSEUM,NITTANY FARM MUSEUM INC,HISTORY MUSEUM,PA,2,True,2013,0.0
NO. 9 COAL MINE AND MUSEUM,PANTHER CREEK VALLEY FOUNDATION INC,HISTORY MUSEUM,PA,2,True,2013,75927.0
NORRISTOWN ZOOLOGICAL SOCIETY,NORRISTOWN ZOOLOGICAL SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",PA,2,False,2013,251309.0
NORTH EAST HISTORICAL SOCIETY,NORTH EAST HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
NORTH MUSEUM OF NATURAL HISTORY AND SCIENCE,FRANKLIN & MARSHALL COLLEGE,NATURAL HISTORY MUSEUM,PA,2,True,2013,330071548.0
NORTHAMPTON AREA HISTORICAL SOCIETY,NORTHAMPTON AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
NORTHAMPTON COUNTY HISTORICAL,NORTHAMPTON COUNTY HISTORICAL & GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,690734.0
NORTHUMBERLAND COUNTY HISTORICAL SOCIETY,NORTHUMBERLAND COUNTY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,39810.0
NORWOOD HISTORICAL SOCIETY,NORWOOD HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,2926.0
OAKES MUSEUM OF NATURAL HISTORY,MESSIAH COLLEGE,NATURAL HISTORY MUSEUM,PA,2,True,2013,244694310.0
OIL CITY CIVIC CENTER,OIL CITY CIVIC CENTER INC,HISTORIC PRESERVATION,PA,2,False,2013,159761.0
OIL CREEK RAILWAY HISTORICAL SOCIETY,OIL CREEK RAILWAY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,363130.0
OLD ALLENTOWN PRESERVATION ASSOCIATION,OLD ALLENTOWN PRESERVATION ASSN INC,HISTORIC PRESERVATION,PA,2,False,2013,75835.0
OLD ANNVILLE,FRIENDS OF OLD ANNVILLE INC,HISTORIC PRESERVATION,PA,2,False,2013,11815.0
OLD BEDFORD VILLAGE,OLD BEDFORD VILLAGE INC,HISTORIC PRESERVATION,PA,2,False,2013,316497.0
OLD CALN HISTORICAL SOCIETY,OLD CALN HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
OLD JAIL MUSEUM AND HERITAGE CENTER,OLD JAIL MUSEUM AND HERITAGE CENTER INC,HISTORY MUSEUM,PA,2,True,2013,136612.0
OLD MILL VILLAGE LIVING MUSEUM,ASSOCIATE MEMBERS OF OLD MILL VILLAGE MUSEUM INC,HISTORY MUSEUM,PA,2,True,2013,0.0
OLD TIME PLOW BOYS CLUB,OLD TIME PLOW BOYS CLUB INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,PA,2,True,2013,5085.0
OLD YORK ROAD HISTORICAL SOCIETY,OLD YORK ROAD HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,64206.0
OLIN FINE ARTS GALLERY,WASHINGTON AND JEFFERSON COLLEGE,ART MUSEUM,PA,2,True,2013,83573138.0
OSCAR HAMMERSTEINS HIGHLAND FARM,OSCAR HAMMERSTEINS HIGHLAND FARM INC,HISTORY MUSEUM,PA,2,True,2013,101925.0
P.P. BLISS GOSPEL SONG WRITERS MUSEUM,P P BLISS GOSPEL SONG WRITERS MUSEUM,GENERAL MUSEUM,PA,2,True,2013,0.0
PAGUS,PAGUS INC,ART MUSEUM,PA,2,True,2013,53262.0
PALEY DESIGN CENTER,PHILADELPHIA UNIVERSITY,GENERAL MUSEUM,PA,2,True,2013,131527303.0
PAOLI BATTLEFIELD PRESERVATION TR,PAOLI BATTLEFIELD PRESERVATION TR,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PAYNE GALLERY,MORAVIAN COLLEGE,ART MUSEUM,PA,2,True,2013,73856820.0
PECK GALLERY,DREXEL UNIVERSITY,ART MUSEUM,PA,2,True,2013,5631598374.0
PENELEC GALLERY,ALLEGHENY COLLEGE,ART MUSEUM,PA,2,True,2013,403416609.0
PENN TREATY PARK,FRIENDS OF PENN TREATY PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,46494.0
PENNHURST MEMORIAL AND PRESERVATION ALLIANCE,PENNHURST MEMORIAL AND PRESERVATION ALLIANCE,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PENNSBURY HISTORIC PRESERVATION,PENNSBURY HISTORIC PRESERVATION INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PENNSYLVANIA ACADEMY OF THE FINE ARTS,PENNSYLVANIA ACADEMY OF THE FINE ARTS,ART MUSEUM,PA,2,True,2013,33244754.0
PENNSYLVANIA FEDERATION-MUSEUM,PA MUSEUMS,GENERAL MUSEUM,PA,2,True,2013,109498.0
PENNSYLVANIA FLY FISHING MUSEUM,PENNSYLVANIA FLY FISHING MUSEUM ASSOCIATION,HISTORY MUSEUM,PA,2,True,2013,0.0
PENNSYLVANIA HISTORICAL ASSOCIATION,PENNSYLVANIA HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,PA,2,False,2013,48107.0
PENNSYLVANIA MILITARY COLLECTION MUSEUM,WIDENER UNIVERSITY,GENERAL MUSEUM,PA,2,True,2013,808794356.0
PENNSYLVANIA NATIONAL FIRE MUSEUM,THE PENNSYLVANIA NATIONAL FIRE MUSEUM,GENERAL MUSEUM,PA,2,True,2013,0.0
PENNSYLVANIA RAILROAD TECHNICAL AND HISTORICAL SOCIETY,PENNSYLVANIA RAILROAD TECHNICAL & HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,225079.0
PENNSYLVANIA SKI AND WINTER SPORTS MUSEUM,PENNSYLVANIA SKI AND WINTER SPORTS MUSEUM,HISTORY MUSEUM,PA,2,True,2013,0.0
PENNSYLVANIA SOCIETY,PENNSYLVANIA SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,525426.0
PENNSYLVANIA STATE NAVY,PENNSYLVANIA STATE NAVY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PENNSYLVANIA STEAM ENGINE & OLD EQUIPMENT ASSOCIATION,NORTHWEST PENNSYLVANIA STEAM ENGINE AND OLD EQUIPMENT ASSOC,HISTORIC PRESERVATION,PA,2,False,2013,48540.0
PENNSYLVANIA TROLLEY MUSEUM,PENNSYLVANIA TROLLEY MUSEUM INC,GENERAL MUSEUM,PA,2,True,2013,1398898.0
PENNSYLVANIA VETERANS MUSEUM,PENNSYLVANIA VETERANS MUSEUM,HISTORY MUSEUM,PA,2,True,2013,105034.0
PENNSYLVANIA WOMENS HALL OF ACHIEVEMENT,PENNSYLVANIA WOMENS HALL OF ACHIEVEMENT,GENERAL MUSEUM,PA,2,True,2013,0.0
PENNYPACKER MILLS,FRIENDS OF PENNYPACKER MILLS,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PERRYOPOLIS AREA HERITAGE SOCIETY,PERRYOPOLIS AREA HERITAGE SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,31624.0
PETER WENTZ FARMSTEAD SOCIETY,PETER WENTZ FARMSTEAD SOCIETY,GENERAL MUSEUM,PA,2,True,2013,23198.0
PHILADELPHIA FOUNTAIN SOCIETY,PHILADELPHIA FOUNTAIN SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,4169.0
PHILADELPHIA MUSEUM OF ART,PHILADELPHIA MUSEUM OF ART,ART MUSEUM,PA,2,True,2013,82564750.0
PHILADELPHIA SHIP PRESERVATION GUILD,PHILADELPHIA SHIP PRESERVATION GUILD,HISTORIC PRESERVATION,PA,2,False,2013,166553.0
PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,HISTORIC PRESERVATION,PA,2,False,2013,1355777.0
PHILADELPHIA SPORTS HALL OF FAME,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,GENERAL MUSEUM,PA,2,True,2013,71271.0
PHILADELPHIA'S MAGIC GARDENS,PHILADELPHIAS MAGIC GARDENS,ART MUSEUM,PA,2,True,2013,596271.0
PHILIP AND MURIEL BERMAN MUSEUM OF ART,URSINUS COLLEGE,ART MUSEUM,PA,2,True,2013,207810020.0
PHILLIPS MUSEUM OF ART,FRANKLIN & MARSHALL COLLEGE,ART MUSEUM,PA,2,True,2013,330071548.0
PHIPPS CONSERVATORY & BOTANICAL GARDENS,PHIPPS CONSERVATORY AND BOTANICAL GARDENS INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,5355233.0
PILLOW HISTORICAL SOCIETY,PILLOW HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PINEGROVE HISTORICAL SOCIETY,PINEGROVE HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PIONEER HISTORICAL SOCIETY OF BED FORD COUNTY,PIONEER HISTORICAL SOCIETY OF BED FORD COUNTY INC,HISTORIC PRESERVATION,PA,2,False,2013,75335.0
PIONEER STEAM & GAS ENGINE SOCIETY OF NORTHWESTERN PENNSYLVANIA,PIONEER STEAM AND GAS ENGINE SOCIETY OF NORTHWESTERN PA INC,HISTORY MUSEUM,PA,2,True,2013,30472.0
PITTSBURGH CENTER FOR ARTS,PITTSBURGH FILM MAKERS INC,GENERAL MUSEUM,PA,2,True,2013,4765639.0
PITTSBURGH PARKS CONSERVANCY,THE PITTSBURGH PARKS CONSERVANCY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,7785295.0
PITTSBURGH VINTAGE GRAND PRIX ASSOCIATION,PITTSBURGH VINTAGE GRAND PRIX ASSOCIATION INC,HISTORIC PRESERVATION,PA,2,False,2013,563956.0
PITTSBURGH ZOO,ZOOLOGICAL SOCIETY OF PITTSBURGH,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",PA,2,False,2013,17116438.0
PLANETARIUM,FOUNDATION FOR THE READING PUBLIC MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,PA,2,True,2013,9646071.0
PLEASANT HILLS ARBORETUM,PLEASANT HILLS ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,0.0
PLEASE TOUCH MUSEUM,PLEASE TOUCH MUSEUM,CHILDREN'S MUSEUM,PA,2,True,2013,9514220.0
PLUMSTEAD HISTORICAL SOCIETY,PLUMSTEAD HISTORICAL SOCIETY,HISTORIC PRESERVATION,PA,2,False,2013,0.0
PLYMOUTH HISTORICAL SOCIETY,PLYMOUTH HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,74028.0
POCONO ENVIRONMENTAL EDUCATION CENTER,POCONO ENVIRONMENTAL EDUCATION CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",PA,2,False,2013,1364421.0
POCONO RAIL HISTORICAL SOCIETY,POCONO RAIL HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,PA,2,False,2013,6857.0
